Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,SMA_10,EMA_10
2025-05-26 00:00:00+05:30,1544.8635161135799,1561.8249396042181,1541.0176042515016,1558.5706787109375,3170102,0.0,0.0,1.0033160398456475,1552.713134765625,1543.731061579618
2025-05-27 00:00:00+05:30,1557.9791380318973,1560.9375134619054,1534.805197163501,1548.3150634765625,7775714,0.0,0.0,-0.658014126305595,1552.8610595703126,1544.5645164699713
2025-05-28 00:00:00+05:30,1559.0637576996792,1565.6707476113982,1548.216381776405,1549.991455078125,3623370,0.0,0.0,0.10827199457701386,1550.829638671875,1545.5512325805446
2025-05-29 00:00:00+05:30,1566.9528250893914,1586.5767391705513,1554.7248494526432,1563.5999755859375,8609500,0.0,0.0,0.8779739051610891,1548.1276611328126,1548.8328222178889
2025-05-30 00:00:00+05:30,1571.0,1572.0,1555.0999755859375,1562.699951171875,13148092,22.0,0.0,-0.05756104042693444,1547.613623046875,1551.3541183913408
2025-06-02 00:00:00+05:30,1560.0,1560.0,1539.0,1553.800048828125,4374509,0.0,0.0,-0.5695208691262832,1549.17783203125,1551.7988330162104
2025-06-03 00:00:00+05:30,1559.0,1567.300048828125,1535.5999755859375,1543.0,6853403,0.0,0.0,-0.6950732712532992,1549.583154296875,1550.1990451950812
2025-06-04 00:00:00+05:30,1543.0,1557.300048828125,1541.4000244140625,1551.199951171875,4548307,0.0,0.0,0.5314291102965107,1550.0294311523437,1550.3810280999528
2025-06-05 00:00:00+05:30,1547.9000244140625,1567.699951171875,1541.5999755859375,1554.300048828125,6948539,0.0,0.0,0.19985158289284044,1552.8565795898437,1551.0935773232568
2025-06-06 00:00:00+05:30,1554.699951171875,1568.9000244140625,1543.0999755859375,1563.800048828125,3960020,0.0,0.0,0.611207598376029,1554.9277221679688,1553.4038448695965
2025-06-09 00:00:00+05:30,1578.0,1588.0,1571.0,1572.9000244140625,2903202,0.0,0.0,0.5819142666453336,1556.3606567382812,1556.9486047867722
2025-06-10 00:00:00+05:30,1584.0,1607.5,1577.5,1596.0,8591925,0.0,0.0,1.4686232581465397,1561.129150390625,1564.0488584619045
2025-06-11 00:00:00+05:30,1590.0999755859375,1634.5999755859375,1590.0999755859375,1631.0999755859375,10597410,0.0,0.0,2.199246590597581,1569.2400024414062,1576.239970666274
2025-06-12 00:00:00+05:30,1617.0,1628.0,1598.0999755859375,1608.5999755859375,10483574,0.0,0.0,-1.3794372102738484,1573.7400024414062,1582.1236079243945
2025-06-13 00:00:00+05:30,1576.0,1609.0,1570.199951171875,1602.0,6968315,0.0,0.0,-0.4102931546752897,1577.6700073242187,1585.7374973926862
2025-06-16 00:00:00+05:30,1600.0,1634.800048828125,1597.0999755859375,1623.800048828125,5591842,0.0,0.0,1.360802049196308,1584.6700073242187,1592.6579612900387
2025-06-17 00:00:00+05:30,1620.699951171875,1647.4000244140625,1615.5999755859375,1639.9000244140625,7622083,0.0,0.0,0.9914998831017874,1594.360009765625,1601.2474273125883
2025-06-18 00:00:00+05:30,1621.0,1644.699951171875,1621.0,1632.9000244140625,5629707,0.0,0.0,-0.42685528969981235,1602.5300170898438,1607.0024449674017
2025-06-19 00:00:00+05:30,1623.9000244140625,1630.0,1611.5,1618.4000244140625,5147760,0.0,0.0,-0.8879906781312674,1608.9400146484375,1609.0747321395218
2025-06-20 00:00:00+05:30,1619.0,1630.699951171875,1608.9000244140625,1622.9000244140625,9202821,0.0,0.0,0.27805239323506203,1614.8500122070313,1611.5884216439836
2025-06-23 00:00:00+05:30,1601.0,1601.0,1575.4000244140625,1584.0,7943676,0.0,0.0,-2.396945210972379,1615.960009765625,1606.572344981441
2025-06-24 00:00:00+05:30,1601.0,1609.0,1576.5999755859375,1581.5999755859375,8083992,0.0,0.0,-0.15151669280697444,1614.5200073242188,1602.0319141822583
2025-06-25 00:00:00+05:30,1590.0,1619.9000244140625,1585.0999755859375,1614.9000244140625,7813533,0.0,0.0,2.105465942220208,1612.9000122070313,1604.3715705880409
2025-06-26 00:00:00+05:30,1608.800048828125,1624.0,1606.5999755859375,1616.0,6519233,0.0,0.0,0.06811415996705872,1613.6400146484375,1606.4858304811241
2025-06-27 00:00:00+05:30,1619.0,1629.5999755859375,1602.4000244140625,1608.0,8912268,0.0,0.0,-0.4950495049504955,1614.2400146484374,1606.7611340300105
2025-06-30 00:00:00+05:30,1615.0,1615.0,1594.0999755859375,1601.800048828125,6294505,0.0,0.0,-0.3855691027285446,1612.0400146484376,1605.8591185387584
2025-07-01 00:00:00+05:30,1609.0,1617.699951171875,1600.5,1606.800048828125,4178937,0.0,0.0,0.3121488230480418,1608.7300170898438,1606.0301967731887
2025-07-02 00:00:00+05:30,1618.0,1649.0,1603.4000244140625,1610.5,8653641,0.0,0.0,0.23026830093597628,1606.4900146484374,1606.8428882689723
2025-07-03 00:00:00+05:30,1618.5,1632.4000244140625,1615.0,1618.699951171875,5259695,0.0,0.0,0.5091556145218945,1606.5200073242188,1608.9987178876818
2025-07-04 00:00:00+05:30,1625.0,1643.4000244140625,1612.300048828125,1640.699951171875,4411273,0.0,0.0,1.3591153804676903,1608.3,1614.7625784848078
2025-07-07 00:00:00+05:30,1640.0,1644.0,1623.0,1627.0,3294523,0.0,0.0,-0.8350064959829928,1612.6,1616.9875642148427
2025-07-08 00:00:00+05:30,1628.0,1646.199951171875,1621.5,1638.699951171875,4590681,0.0,0.0,0.7191119343500363,1618.3099975585938,1620.935270934303
2025-07-09 00:00:00+05:30,1637.800048828125,1638.0,1623.5999755859375,1633.699951171875,4580828,0.0,0.0,-0.30511992121707854,1620.189990234375,1623.2561218865887
2025-07-10 00:00:00+05:30,1638.9000244140625,1638.9000244140625,1607.0999755859375,1615.800048828125,5330179,0.0,0.0,-1.0956664552086326,1620.1699951171875,1621.9004722395953
2025-07-11 00:00:00+05:30,1579.0999755859375,1607.0999755859375,1563.0,1594.9000244140625,11391755,0.0,0.0,-1.2934783873301936,1618.8599975585937,1616.99129990768
2025-07-14 00:00:00+05:30,1591.800048828125,1591.800048828125,1559.800048828125,1570.300048828125,9173426,0.0,0.0,-1.5424148980733188,1615.7099975585938,1608.5019815295789
2025-07-15 00:00:00+05:30,1565.0999755859375,1603.5999755859375,1564.0,1585.5999755859375,7614807,0.0,0.0,0.9743314196054786,1613.589990234375,1604.3379804489168
2025-07-16 00:00:00+05:30,1579.0,1612.0,1578.5,1607.9000244140625,6223491,0.0,0.0,1.4064107701492912,1613.3299926757813,1604.985624806216
2025-07-17 00:00:00+05:30,1598.0,1610.0,1580.0999755859375,1583.5,7374814,0.0,0.0,-1.5175088030087047,1609.8099975585938,1601.0791475687222
2025-07-18 00:00:00+05:30,1592.0999755859375,1599.300048828125,1580.0,1586.0999755859375,5161833,0.0,0.0,0.16419170103805225,1604.35,1598.3556617536703
2025-07-21 00:00:00+05:30,1580.0,1589.0,1566.800048828125,1584.300048828125,3682661,0.0,0.0,-0.1134812928263007,1600.0800048828125,1595.8000957672075
2025-07-22 00:00:00+05:30,1565.0,1585.800048828125,1565.0,1570.9000244140625,8473741,0.0,0.0,-0.8458009216104179,1593.3000122070312,1591.2728100666357
2025-07-23 00:00:00+05:30,1576.300048828125,1591.9000244140625,1550.0,1574.5,8035026,0.0,0.0,0.22916643516384116,1587.3800170898437,1588.2232082363382
2025-07-24 00:00:00+05:30,1580.0,1582.0,1548.199951171875,1552.5,14169664,0.0,0.0,-1.3972689742775435,1581.0500122070312,1581.7280794660949
2025-07-25 00:00:00+05:30,1543.4000244140625,1549.5,1511.300048828125,1515.699951171875,10851259,0.0,0.0,-2.370373515499191,1573.1300048828125,1569.722965230782
2025-07-28 00:00:00+05:30,1513.9000244140625,1519.300048828125,1482.5,1516.0,6439855,0.0,0.0,0.01979605712152388,1567.7,1559.9551533706394
2025-07-29 00:00:00+05:30,1512.9000244140625,1517.199951171875,1496.0999755859375,1513.699951171875,7070448,0.0,0.0,-0.15171826043041126,1560.5099975585938,1551.5451166072278
2025-07-30 00:00:00+05:30,1519.9000244140625,1521.699951171875,1506.0,1519.0,5719051,0.0,0.0,0.3501386667827955,1551.6199951171875,1545.6278226786408
2025-07-31 00:00:00+05:30,1509.699951171875,1527.0999755859375,1497.0,1509.0,6851407,0.0,0.0,-0.6583278472679366,1544.1699951171875,1538.9682185552515
2025-08-01 00:00:00+05:30,1493.9000244140625,1498.699951171875,1465.5,1469.5999755859375,8702978,0.0,0.0,-2.6110022805873045,1532.5199951171876,1526.3558107426488
2025-08-04 00:00:00+05:30,1461.5,1482.800048828125,1451.0,1480.5,8610216,0.0,0.0,0.7417000949334174,1522.139990234375,1518.0183906076218
2025-08-05 00:00:00+05:30,1478.699951171875,1478.699951171875,1455.0,1460.300048828125,10213323,0.0,0.0,-1.364400619511985,1511.0799926757813,1507.5241466477132
2025-08-06 00:00:00+05:30,1452.0,1456.0999755859375,1430.300048828125,1436.699951171875,10566934,0.0,0.0,-1.6161129129036778,1497.2999877929688,1494.6470201975608
2025-08-07 00:00:00+05:30,1430.0,1442.0,1414.199951171875,1436.9000244140625,9892020,0.0,0.0,0.013925889120014467,1485.739990234375,1484.1475664187428
2025-08-08 00:00:00+05:30,1425.0,1433.199951171875,1417.0999755859375,1423.0999755859375,10048009,0.0,0.0,-0.960404244808355,1476.4799926757812,1473.048004449142
